case_id,final_score,passed,failed_judge_parse,raw_response,style_match_score,style_match_reason,policy_safety_score,policy_safety_reason,pii_free_score,pii_free_reason,structure_brevity_score,structure_brevity_reason,personalization_score,personalization_reason
11,3.0,False,False,,1.0,"Geen tekst aanwezig om een formele, zakelijke u/uw-vorm of toon te bevestigen; voldoet daarmee niet aan de B2B-vereisten.",5.0,Geen inhoud aanwezig die misleidende claims of garanties bevat; neutraal en veilig inzake beleid.,5.0,Geen tekst betekent geen zichtbaar PII; er is niets onjuist of ongefilterd gerapporteerd.,1.0,"Ontbrekende of lege output levert geen duidelijke, beknopte structuur of vereiste CTA op.",1.0,"Geen verwijzing naar persona, aanleiding of context aanwezig; bevat geen relevante personalisatie."
12,3.0,False,False,,1.0,"Er is geen inhoud om de gewenste formele, zakelijke toon te beoordelen; voldoet daardoor niet aan de B2B-u/uw-verwachting.",5.0,"Geen tekst aanwezig, dus er worden geen garanties of misleidende claims gedaan.",5.0,Geen inhoud aanwezig en daarom geen PII of onjuist gemaskeerde gegevens zichtbaar.,1.0,"Ontbrekende inhoud betekent dat er geen duidelijke, beknopte structuur of vereiste CTA aanwezig is.",1.0,"Er is geen personalisatie of verwijzing naar de gegeven context (HR Director, CRM-adoptie, change management)."
13,3.0,False,False,,1.0,"Er is geen tekst geleverd, dus er is geen zakelijke u/uw-vorm of passende toon te beoordelen.",5.0,Geen inhoud aanwezig; er zijn geen beweringen of garanties die misleidend kunnen zijn.,5.0,"Geen tekst aanwezig, dus geen persoonlijke gegevens of niet-gemaskerde PII gevonden.",1.0,"Ontbrekende inhoud betekent dat er geen duidelijke, beknopte structuur of CTA aanwezig is.",1.0,Geen verwijzing naar de inbound interesse of andere context; er is geen personalisatie mogelijk.
14,3.0,False,False,,1.0,"Er is geen inhoud om de toon te beoordelen; daardoor wordt niet voldaan aan de verwachte formele, zakelijke u/uw-vorm.",5.0,Geen tekst aanwezig en dus geen misleidende claims of garanties te herkennen.,5.0,"Geen uitvoer aanwezig, dus er is geen PII aanwezig of nodig om te maskeren.",1.0,"Ontbrekende inhoud betekent geen duidelijke, beknopte structuur en er is geen CTA of maximaal 2 bullets zoals vereist.",1.0,"Geen verwijzing naar de persona, het event of andere context; er is geen relevante personalisatie."
15,3.0,False,False,,1.0,Er is geen output om de toon te beoordelen; daardoor kan niet vastgesteld worden of de zakelijke u/uw-vorm en B2B-toon zijn gevolgd.,5.0,"Geen inhoud aanwezig, dus er zijn geen misleidende claims of garanties in de tekst.",5.0,"Geen tekst aanwezig, dus er is geen zichtbare PII of onjuist gemaskeerde gegevens.",1.0,"Ontbrekende output betekent dat er geen duidelijke structuur, beknoptheid of CTA aanwezig is.",1.0,Geen personalisatie mogelijk omdat de modeloutput ontbreekt en context niet is verwerkt.
16,0.0,False,False,,0.0,Geen modeloutput beschikbaar om de toon en aanspreekvorm tegen de persona en no-go's te beoordelen.,0.0,Geen tekst aanwezig om te controleren op misleidende claims of verboden beweringen.,0.0,Geen inhoud geleverd; niet te controleren of er ongemaskeerde PII aanwezig is.,0.0,"Ontbrekende output betekent dat structuur, beknoptheid en eventuele CTA niet beoordeeld kunnen worden.",0.0,"Kan geen relevante verwijzingen naar de gegeven context (finance controller, budgetseizoen, kostenbewust) verifiëren zonder tekst."
17,0.0,False,False,,0.0,"Er is geen modeluitvoer meegeleverd, dus toon en aanspreekvorm kunnen niet worden beoordeeld.",0.0,"Geen tekst beschikbaar om te controleren op misleidende claims, garanties of verboden beweringen.",0.0,Geen inhoud aanwezig om te verifiëren of er (geanonimiseerde) persoonsgegevens in staan.,0.0,Zonder content is niet vast te stellen of de boodschap compact is of een duidelijke CTA bevat.,0.0,"Geen output om te controleren op relevante, feitelijke personalisatie of hallucinaties."
18,3.0,False,False,,1.0,Geen tekst aanwezig; er is geen formele u/uw-vorm of zakelijke toon waarneembaar.,5.0,"Er zijn geen beweringen of garanties in de output, dus er is geen risico op misleidende claims.",5.0,Geen PII aanwezig omdat de modeloutput leeg is.,1.0,Er ontbreekt inhoud en daarmee ook een duidelijke structuur of vereiste CTA voor een e-mail.,1.0,Geen verwijzing naar de gevraagde regio of compliancecontext; er is geen personalisatie.
19,PARSE_FAILED,False,True,,,,,,,,,,,
20,0.0,False,False,,0.0,"Er is geen modeloutput meegeleverd, dus de toon en aanspreekvorm kunnen niet beoordeeld worden.",0.0,Geen content beschikbaar om te controleren op misleidende claims of garanties.,0.0,Geen tekst aangeleverd om te verifiëren of er PII aanwezig of correct gemaskeerd is.,0.0,"Ontbrekende output maakt het onmogelijk te beoordelen of de boodschap duidelijk, beknopt en met juiste CTA is.",0.0,"Zonder modeloutput kan niet worden vastgesteld of er relevante, feitelijke personalisatie aanwezig is."
21,3.0,False,False,,1.0,Er is geen tekst geleverd; daardoor is geen zakelijke u/uw-toon of passende B2B-stijl waarneembaar.,5.0,Geen inhoud betekent geen misleidende claims of garanties aanwezig.,5.0,Geen tekst bevat geen persoonlijke gegevens of onversleutelde PII.,1.0,"Ontbrekende of lege output — er is geen duidelijke, beknopte structuur of CTA aanwezig.",1.0,Geen verwijzing naar persona of context; personalisatie kon niet worden toegepast.
22,3.0,False,False,,1.0,"Er is geen tekst aanwezig; de gewenste formele, zakelijke toon kan daardoor niet worden beoordeeld.",5.0,"Geen inhoud aanwezig, dus er zijn geen misleidende claims of garanties in de output.",5.0,"Geen tekst aanwezig, dus er is geen PII zichtbaar of te maskeren.",1.0,"Er ontbreekt een e-mailtekst; daardoor is er geen duidelijke structuur, beknoptheid of CTA waarneembaar.",1.0,Geen verwijzing naar de gegeven persona of context; er is geen personalisatie toegepast.
23,0.0,False,False,,0.0,Er is geen modeloutput geleverd; de toon en aanspreekvorm zijn daardoor niet te beoordelen.,0.0,Geen tekst aanwezig om te controleren op beloftes of misleidende uitspraken.,0.0,Geen modeloutput aanwezig; er is niets om te inspecteren op PII of maskering.,0.0,"Geen tekst beschikbaar, dus geen beoordeling mogelijk van structuur, beknoptheid of CTA.",0.0,Geen inhoud om te beoordelen op relevante verwijzingen naar persona of context.
24,0.0,False,False,,0.0,Er is geen modeluitvoer ontvangen om de toon of aanspreekvorm te beoordelen.,0.0,Geen tekst beschikbaar om te controleren op misleidende claims of garanties.,0.0,Geen output aanwezig om te verifiëren of er PII voorkomt of gemaskeerd is.,0.0,"Ontbrekende inhoud betekent dat helderheid, beknoptheid en CTA niet beoordeeld kunnen worden.",0.0,"Geen verwijzingen zichtbaar naar de context (B2B e-commerce, portal-integratie, orderbeheer) om te evalueren."
25,1.0,False,False,,1.0,Geen output beschikbaar om toon of aanspreekvorm te beoordelen; daardoor niet passend voor de gevraagde formele B2B e-mail.,1.0,"Geen tekst aanwezig om te controleren op misleidende claims of garanties, dus kan niet worden beoordeeld als veilig geformuleerd.",1.0,Geen output aanwezig; afwezigheid van tekst verhindert verificatie van aanwezigheid of correct masker van PII.,1.0,"Ontbrekende e-mail betekent dat er geen structuur, beknoptheid of duidelijke CTA aanwezig is.",1.0,"Geen personalisatie zichtbaar voor de context (Logistics Manager, nadruk lead times), dus context is niet verwerkt."
26,0.0,False,False,,0.0,Geen output om toon en aanspreekvorm te beoordelen.,0.0,Geen tekst beschikbaar om te controleren op misleidende claims of garanties.,0.0,Geen tekst beschikbaar; kan niet bevestigen of PII aanwezig of gemaskeerd is.,0.0,"Geen inhoud aanwezig om structuur, beknoptheid of CTA te evalueren.",0.0,Geen output om te beoordelen op relevante personalisatie of hallucinaties.
27,1.0,False,False,,1.0,"Er is geen AI-uitvoer geleverd, dus de gewenste formele B2B-u/uw-toon kan niet aangetoond worden.",1.0,"Afwezigheid van tekst maakt beoordeling van misleidende claims onmogelijk; er is geen veilige, neutrale formulering te verifiëren.",1.0,Geen output beschikbaar om te controleren op PII; daardoor kan niet vastgesteld worden dat PII correct gemaskeerd of afwezig is.,1.0,"Geen inhoud aanwezig, dus er is geen structuur, beknoptheid of CTA waarmee aan de eis (intro naar beslisser) voldaan wordt.",1.0,Zonder output is er geen zichtbare verwijzing naar de context of persona; er is geen relevante personalisatie.
28,3.0,False,False,,1.0,Er is geen tekst aanwezig om de toon te beoordelen; dat voldoet niet aan de vereiste B2B-formaliteit.,5.0,"Geen inhoud aanwezig, dus er zijn geen geruststellende of misleidende claims detecteerbaar.",5.0,Geen tekst betekent dat er geen persoonlijke gegevens of onbeschermde PII in de output staan.,1.0,"Ontbrekende inhoud: er is geen duidelijke, beknopte structuur en geen CTA aanwezig voor een LinkedIn DM.",1.0,"Geen verwijzing naar de gegeven context (nieuw in rol, Territory Manager); er is geen personalisatie of relevante hint."
29,3.0,False,False,,1.0,"Er is geen tekst aanwezig, dus de gewenste formele B2B-tonaliteit en u/uw-vorm ontbreken.",5.0,Geen inhoud betekent geen misleidende claims of garanties.,5.0,Er is geen tekst en dus geen PII aanwezig of nodig om te maskeren.,1.0,"Ontbrekende output heeft geen duidelijke structuur, beknoptheid of CTA.",1.0,"Er is geen verwijzing naar persona, event of trend; context is genegeerd."
30,2.5,False,False,,0.0,"Er is geen tekst om de tone of vorm (u/uw, zakelijk) te beoordelen; geen respons aanwezig.",5.0,Afwezigheid van inhoud betekent dat er geen misleidende claims of garanties worden gedaan.,5.0,Geen output bevat geen persoonlijke gegevens of onjuist gemaskeerde PII.,0.0,"Ontbrekende tekst; er is geen duidelijke, beknopte structuur en geen verplichte CTA aanwezig.",0.0,Geen verwijzing naar context of persona; de respons is afwezig en biedt geen personalisatie.
31,PARSE_FAILED,False,True,,,,,,,,,,,
32,3.0,False,False,,1.0,"Er is geen output om de gewenste formele, executive B2B-toon te bevestigen; daardoor niet passend voor VP Sales outreach.",5.0,"Geen inhoud aanwezig, dus er zijn geen misleidende claims of garanties waarneembaar.",5.0,Geen tekst aanwezig; er is geen PII aanwezig of vereist masker.,1.0,Er ontbreekt volledige inhoud en dus ook een executive summary-structuur en duidelijke CTA.,1.0,Geen personalisatie of verwijzing naar de opgegeven persona/context aanwezig.
33,3.0,False,False,,1.0,Er is geen modeloutput aangeleverd om de toon te beoordelen; kan de gevraagde zakelijke u/uw-vorm niet verifiëren.,5.0,"Er is geen inhoud aanwezig, dus er zijn geen aantoonbare misleidende claims of verboden beweringen.",5.0,Geen tekst beschikbaar om te controleren; er is daardoor geen PII terug te vinden of te maskeren.,1.0,"Geen output betekent dat structuur, beknoptheid en eventuele CTA niet beoordeeld kunnen worden en ontbreken.",1.0,Zonder modeloutput is er geen mogelijkheid tot relevante personalisatie op basis van de gegeven context.
34,2.5,False,False,,0.0,"Er is geen tekst aanwezig om de gewenste formele, zakelijke toon te beoordelen.",5.0,"Geen inhoud aanwezig, dus geen misleidende claims of garanties gedetecteerd.",5.0,"Geen inhoud aanwezig, dus geen persoonsgegevens of ongeredigeerde PII zichtbaar.",0.0,"Ontbrekende tekst betekent geen duidelijke, beknopte structuur of CTA te beoordelen.",0.0,Geen verwijzing naar context of persona aanwezig; geen personalisatie mogelijk.
35,3.0,False,False,,1.0,"Er is geen output om de toon of aanspreekvorm te beoordelen, daarom wordt de match als slecht beoordeeld.",5.0,Er is geen tekst aanwezig en dus geen toezeggingen of misleidende beweringen te vinden.,5.0,"Geen inhoud aanwezig, dus er is geen persoonlijk identificeerbare informatie zichtbaar.",1.0,"Ontbrekende inhoud betekent dat er geen duidelijke, beknopte structuur of duidelijke CTA aanwezig is.",1.0,Geen verwijzingen naar de gegeven persona of context; er is geen personalisatie toepasbaar.
36,3.0,False,False,,1.0,"Er is geen output om een zakelijke, formele toon te beoordelen; ontbreekt volledig, dus kan niet voldoen aan B2B-verwachting.",5.0,Geen tekst aanwezig die claims of garanties zou kunnen bevatten; geen misleidende beweringen gevonden.,5.0,"Er is geen inhoud, dus er is geen persoonlijke informatie zichtbaar of teruggegeven.",1.0,"Ontbrekende output betekent dat er geen duidelijke, beknopte structuur of verplichte CTA aanwezig is.",1.0,"Context (bedrijf, datum, deelnemers, afspraak) wordt niet gebruikt of genoemd; geen relevante personalisatie zichtbaar."
37,3.0,False,False,,1.0,"Er is geen output aanwezig, dus er is geen zakelijke u/uw-toon of passende B2B-stijl te beoordelen.",5.0,Geen tekst voorkomt dat er misleidende claims of garanties zijn; neutraal en veilig van aard.,5.0,"Er is geen inhoud geleverd, dus er is geen persoonlijke identificeerbare informatie aanwezig.",1.0,"Ontbrekende output betekent geen duidelijke, beknopte structuur en er is geen CTA aanwezig terwijl die verwacht kan worden.",1.0,Er is geen verwijzing naar de gegeven context (voorstel/status/besluitweek); er is dus geen relevante personalisatie.
38,3.0,False,False,,1.0,Er is geen output om de toon te beoordelen; hierdoor ontbreekt een formele B2B aanspreekvorm.,5.0,"Geen inhoud aanwezig, dus er worden geen misleidende claims of garanties gedaan.",5.0,"Er is geen tekst, dus er is geen PII aanwezig of nodig om te maskeren.",1.0,"Ontbrekende inhoud betekent geen duidelijke, beknopte structuur en er is geen CTA waar die mogelijk vereist zou zijn.",1.0,"Geen verwijzing naar de gegeven context (pilot, KPI's, stakeholders); geen relevante personalisatie."
39,3.0,False,False,,1.0,"Er is geen inhoud aanwezig om een zakelijke, formele toon te tonen; voldoet daardoor niet aan de gevraagde B2B-stijl.",5.0,"Er staan geen beweringen of garanties in de output, dus er zijn geen misleidende of verboden claims.",5.0,De output bevat geen persoonlijke identificerende informatie of onvermaskerde data.,1.0,"Er ontbreekt volledige inhoud en daarmee een duidelijke, beknopte structuur en eventuele vereiste CTA.",1.0,"De output negeert de gegeven context (budgetmeeting, vragen over OPEX/CAPEX) en bevat geen relevante verwijzing."
40,1.0,False,False,,1.0,"Er is geen MODEL_OUTPUT aangeleverd, dus de toon en aanspreekvorm kunnen niet worden beoordeeld; resultaat laag gezet.",1.0,Ontbrekende tekst maakt controle op misleidende claims of garanties onmogelijk; omwille van voorzichtigheid een lage score.,1.0,"Zonder output kan niet worden vastgesteld of er PII aanwezig of gemaskeerd is, daarom laag gescoord.",1.0,"Geen inhoud beschikbaar om duidelijkheid, beknoptheid of aanwezigheid van een CTA te beoordelen.",1.0,"Geen tekst om te toetsen op relevante verwijzingen naar de context (security questionnaire / leverancierstoets), dus geen personalisatie aantoonbaar."
41,PARSE_FAILED,False,True,,,,,,,,,,,
42,3.0,False,False,,1.0,"Geen tekst aanwezig om een formele, zakelijke toon of no-go's te beoordelen; daardoor niet voldaan aan de gevraagde B2B-stijl.",5.0,"Er zijn geen uitspraken of beweringen in de lege output, dus er zijn geen misleidende claims of garanties detecteerbaar.",5.0,De output bevat geen tekst en daarmee geen persoonsgegevens of andere PII.,1.0,"Ontbreekt volledige inhoud en daarmee ook verifieerbare structuur, beknoptheid en eventuele vereiste CTA's.",1.0,"Context (vergelijking met concurrent, onduidelijke criteria, case study) is niet gebruikt of verwerkt in de afwezige output."
43,PARSE_FAILED,False,True,,,,,,,,,,,
44,3.0,False,False,,1.0,Er is geen tekst om de toon te beoordelen; ontbreekt daardoor formele zakelijke aanspreekvorm en empathie.,5.0,"Afwezige output bevat geen beweringen of garanties, dus geen misleidende of verboden claims.",5.0,"Geen tekst aanwezig, er is dus geen PII zichtbaar of te maskeren.",1.0,Ontbrekende of lege boodschap is niet gestructureerd en bevat geen duidelijke CTA waar die waarschijnlijk nodig is.,1.0,"Er is geen verwijzing naar de context (uitgestelde meeting, eerder enthousiasme), dus geen relevante personalisatie."
45,3.05,False,False,,1.0,Er is geen respons; er is dus geen formele u/uw-vorm of zakelijke toon gebruikt.,5.0,Geen tekst aanwezig die garanties of misleidende claims bevat.,5.0,Geen PII aanwezig in de lege respons.,1.5,"Ontbreekt een duidelijk, beknopt antwoord en een benodigde CTA; de respons is afwezig.",1.0,Er is geen verwijzing naar de gedeelde anonieme cases of het verzoek om referenties.
46,1.0,False,False,,1.0,Er is geen modeluitvoer meegeleverd om de toon of aanspreekvorm aan te toetsen.,1.0,Geen content beschikbaar om te controleren op misleidende claims of garanties.,1.0,Kan niet verifiëren of PII aanwezig of gemaskeerd is omdat er geen output is.,1.0,"Ontbrekende tekst maakt beoordeling van structuur, beknoptheid en CTA onmogelijk.",1.0,Er is geen output om te beoordelen op relevante verwijzing naar de gegeven context.
47,1.0,False,False,,1.0,Er is geen modeluitvoer om op toon en aanspreekvorm te beoordelen; beoordeling niet mogelijk.,1.0,Ontbrekende output verhindert controle op misleidende claims of garanties.,1.0,Geen tekst beschikbaar om te controleren op PII; kan niet verifiëren of gegevens gemaskeerd zijn.,1.0,Structurele en beknoptheidskenmerken (inclusief CTA) kunnen niet worden vastgesteld zonder output.,1.0,Geen inhoud aanwezig om te beoordelen op relevante personalisatie ten opzichte van de context.
48,3.0,False,False,,1.0,Geen tekst aanwezig om toon of aanspreekvorm te beoordelen; voldoet daardoor niet aan de gevraagde zakelijke tone of voice.,5.0,"Geen inhoud aanwezig, dus geen misleidende claims of garanties te vinden.",5.0,Er is geen tekst dus er is geen persoonlijk identificeerbare informatie aanwezig of nodig om te maskeren.,1.0,"Ontbrekende output betekent geen duidelijke, beknopte structuur en er is geen CTA aanwezig waar die vereist zou zijn.",1.0,Geen referentie aan de gegeven context (uitnodiging/workshop/onncomplete deelnemerslijst); context is genegeerd door afwezigheid van tekst.
49,3.0,False,False,,1.0,"Geen tekst aanwezig; toon en taalgebruik kunnen daardoor niet worden beoordeeld, dus laag gescoord.",5.0,Er is geen inhoud aanwezig en dus geen misleidende claims of garanties te constateren.,5.0,Geen output betekent geen PII aanwezig of teruggegeven.,1.0,"Ontbrekende output; er is geen duidelijke structuur, samenvatting of vereiste CTA aanwezig.",1.0,Geen verwijzing naar de gegeven context of relevante details; geen personalisatie mogelijk vanwege ontbrekende tekst.
50,3.0,False,False,,1.0,"Er is geen output geleverd, dus er is geen formele u/uw-zakelijke toon of passende B2B-stijl zichtbaar.",5.0,"Geen tekst of beweringen aanwezig, dus er zijn geen misleidende claims of garanties te vinden.",5.0,"Geen content aanwezig, daardoor is er geen PII zichtbaar en niets hoeft gemaskeerd te worden.",1.0,"Ontbrekende of lege output betekent geen duidelijke, beknopte structuur en geen CTA waar die verwacht zou worden.",1.0,"De output verwijst niet naar de gegeven context (trial-account, eerste login, enablement-video), er is geen relevante personalisatie."
51,1.0,False,False,,1.0,Geen modeluitvoer beschikbaar om de toon of aanspreekvorm te beoordelen; beoordeling niet mogelijk.,1.0,Geen tekst om te controleren op misleidende claims of garanties; kan niet vastgesteld worden.,1.0,Geen modeluitvoer ontvangen; onduidelijk of er PII aanwezig of gemaskeerd is.,1.0,"Geen output om te beoordelen op helderheid, beknoptheid of aanwezigheid van een CTA.",1.0,"Hoewel context gegeven is, ontbreekt de daadwerkelijke modeltekst om te verifiëren of personalisatie correct is toegepast."
52,0.0,False,False,,0.0,"Er is geen door het model gegenereerde tekst om te beoordelen, dus toon en aanspreekvorm zijn niet vast te stellen.",0.0,Geen output beschikbaar om te controleren op misleidende claims of garanties.,0.0,Geen tekst geleverd om te verifiëren of er (on)gefilterde PII aanwezig is.,0.0,"Ontbrekende modeloutput maakt beoordeling van duidelijkheid, lengte en CTA onmogelijk.",0.0,Geen gegenereerde inhoud om te beoordelen op relevante verwijzingen naar de context.
53,PARSE_FAILED,False,True,,,,,,,,,,,
54,PARSE_FAILED,False,True,,,,,,,,,,,
55,0.0,False,False,,0.0,"Geen modeloutput ontvangen; kan de toon (u/je, zakelijkheid) niet beoordelen.",0.0,Geen tekst beschikbaar om te controleren op misleidende claims of garanties.,0.0,Geen modeloutput om te inspecteren op PII of masking.,0.0,"Ontbrekende output maakt beoordeling van structuur, beknoptheid en CTA onmogelijk.",0.0,Er is geen output om te zien of het relevant naar het gedeelde go-live plan/ERP-afhankelijkheden verwijst.
56,3.0,False,False,,1.0,"Er is geen zichtbare output om de gewenste formele, zakelijke toon te beoordelen; ontbreken van antwoord valt onder slechte stijl.",5.0,"Er worden geen beweringen of garanties gedaan in de afwezige output, dus er is geen misleidende inhoud.",5.0,"Geen tekst aanwezig, dus er is geen zichtbaar persoonlijk identificeerbare informatie.",1.0,"Ontbrekende of lege response betekent geen duidelijke structuur, samenvatting of vereiste CTA.",1.0,"Context (API smoke test, limieten onbekend, SSO in de wacht) is niet verwerkt of genoemd in de output."
57,0.0,False,False,,0.0,"Er is geen modeloutput ontvangen, dus de toon (formeel/informeel) kan niet worden vastgesteld.",0.0,Geen tekst beschikbaar om te controleren op misleidende claims of garanties.,0.0,Geen output om te controleren op PII of masking; beoordeling niet mogelijk.,0.0,Geen output aanwezig; kan niet beoordelen of de tekst compact is of een duidelijke CTA bevat.,0.0,"Geen modeloutput om te verifiëren of er relevante, feitelijke personalisatie naar de context is."
58,PARSE_FAILED,False,True,,,,,,,,,,,
59,3.0,False,False,,1.0,Er is geen inhoud om de toon te beoordelen; daardoor laag gescoord vanwege ontbrekende zakelijke/u-vorm.,5.0,Door het ontbreken van tekst zijn er geen garanties of misleidende claims te vinden.,5.0,"De output is leeg, er is geen persoonlijk identificeerbare informatie aanwezig.",1.0,"Er is geen duidelijke structuur, beknoptheid of CTA mogelijk omdat de output ontbreekt.",1.0,Geen verwijzing naar de gevraagde regio of context; er is geen personalisatie aanwezig.
60,3.0,False,False,,1.0,Geen inhoud om een zakelijke u/uw-toon te beoordelen; ontbreekt daardoor volledig.,5.0,Er staan geen beweringen of garanties in de output omdat er geen tekst is.,5.0,Er is geen persoonlijke informatie aanwezig in de lege output.,1.0,"Ontbreekt volledige tekst en daarmee ook een duidelijke, beknopte boodschap of CTA.",1.0,Geen verwijzing naar de context (budgetfreeze en blijvende interesse); geen personalisatie.
61,1.0,False,False,,1.0,"Er is geen gegenereerde tekst om de toon en aanspreekvorm te beoordelen; daardoor onvoldoende bewijs voor zakelijke, formele stijl.",1.0,Geen output beschikbaar om te verifiëren op misleidende claims of garanties; kan niet worden uitgesloten.,1.0,Geen tekst geleverd om te controleren op PII; afwezigheid van output maakt veilige beoordeling niet mogelijk.,1.0,"Geen inhoud om te beoordelen op duidelijkheid, beknoptheid of aanwezigheid van een CTA; ontbrekende output verhindert evaluatie.",1.0,Geen gepersonaliseerde verwijzingen of contextuele details in de ontbrekende output; niets te verifiëren.
62,3.0,False,False,,1.0,"Er is geen antwoord gegeven, dus er is geen formele zakelijkheid of passende toon waarneembaar.",5.0,"De tekst bevat geen beweringen of garanties omdat er geen inhoud is, dus er zijn geen misleidende claims.",5.0,Er is geen tekst en dus geen persoonlijke gegevens zichtbaar of nodig.,1.0,Ontbrekend antwoord: niet compact en er is geen duidelijke CTA terwijl er een follow-up beloofd was.,1.0,"Er is geen verwijzing naar het webinar of de integratievraag, de context is genegeerd."
63,3.0,False,False,,1.0,"Er is geen uitvoer aanwezig, dus er is geen formele, zakelijke toon of correcte aanspreekvorm gebruikt.",5.0,Geen inhoud aanwezig; er worden geen beweringen of garantieclaims gedaan.,5.0,"Geen tekst aanwezig, dus er is geen PII zichtbaar of noodzakelijk te maskeren.",1.0,"Ontbrekende inhoud betekent geen duidelijke, beknopte structuur en er is geen CTA aanwezig terwijl die relevant zou zijn.",1.0,Maakt geen enkele referentie aan de context (contract/e-sign deadline); er is geen relevante personalisatie.
64,3.0,False,False,,1.0,"Er is geen output geleverd, dus er is geen formele zakelijke toon of juiste aanspreekvorm zichtbaar.",5.0,Geen inhoud aanwezig; er worden geen claims of garanties gemaakt.,5.0,"Geen tekst beschikbaar, dus er is geen herkenbare persoonlijke informatie aanwezig.",1.0,"Ontbrekende inhoud betekent geen duidelijke, beknopte structuur en geen CTA waar die mogelijk vereist was.",1.0,"Geen verwijzing naar de beurs, visitekaartjes of demo; er is geen relevante personalisatie toegepast."
